"vendor_id","product_count","rank"
"df875748-9ff8-44ff-aeb7-03a34d4b757d","110","1"
"eae3d41b-93a9-423d-aafd-6af692a946b3","99","2"
"53adee12-f736-4801-b763-f913c9f70cdb","99","2"
"2c11f752-e0d7-444c-a33b-cd1c3d801d4b","99","2"
"b38c0cd8-fbe1-4dfe-987c-65e54d568fb7","99","2"
"a5fbeb33-37b2-4c7a-9790-b7ecb3c90f6d","99","2"
"97365d14-08cd-4464-9e46-f30e5b60fbbb","99","2"
"debe3315-8cca-4f96-bb29-d519048df20c","99","2"
"4505cc1c-828b-42b9-b012-0cdc0e219f51","99","2"
"2f57ba84-c0a3-40c9-9879-3da1bc01b484","99","2"
"e18f3db9-a327-4e2b-a94d-9509a975f9c4","99","2"
"8a52f0ad-d290-4dd6-b38e-36ed0b80642e","99","2"
"6cb3d269-daf3-421f-80bb-8ffc958bade3","99","2"
"f6413a3d-45b1-4c39-be98-f4742567c407","99","2"
"60c6e87f-7671-47a3-8a83-ad660063ef6a","99","2"
"3f78f4b5-466c-4efb-a3f1-06348fb73067","99","2"
"7e1ed24a-ad9e-498f-91f3-74226627fbca","99","2"
"ad878ff4-08e8-4194-a58b-25d4bc417052","99","2"
"38236d01-64e0-416e-bf20-e209fe7f9def","99","2"
"e94f89cb-b0bd-434f-a15d-c799525d0a47","99","2"
"615fbe0e-c9bf-4c7f-8493-3c0d6177236f","99","2"
"223a2560-c0b4-4cae-bba9-16e62fc655a9","99","2"
"15b07463-eee8-4c92-a131-7a7d95fb7c18","99","2"
"de4e7555-6f09-4282-8c94-0684af636f3f","99","2"
"5eba5033-fb88-485c-9508-458d03539bef","99","2"
"5d1f29a7-b707-4f2d-9147-02748b425119","99","2"
"01083f8a-5ee3-412b-b944-75ab49c4a319","99","2"
"2ed0cd03-e37a-4cfd-bf26-b9ab10cc8be4","99","2"
"376bb302-1e78-42d3-8de9-90458618e120","99","2"
"e3cc7099-cb3b-41d4-80a5-17a3c9b42ba4","99","2"
"4daa4850-5920-4180-9b42-b96b4eec3ab3","99","2"
"6e3ee737-fb38-4c25-b678-3b0f14a9c991","99","2"
"2448817c-cd7e-45cb-a5d3-3a0177abde55","99","2"
"66659589-20bd-4be7-b267-2b582960649d","99","2"
"e1153e41-306d-487f-a43d-a63d6801c84b","99","2"
"c4c3fcc8-c45e-4bba-a094-722aecffacb2","99","2"
"ef172d29-e912-4eb8-9a4f-8ed23a24b064","99","2"
"d802d589-4c1c-4bf1-b702-070708cb4c6e","99","2"
"dc459bea-91b9-44ef-b8ca-6d8f702a0775","99","2"
"07e01d12-7849-4bdc-820f-5b322e60c8bf","99","2"
"c615d66c-d07b-463e-a1f2-60c4b962ef98","99","2"
"118122f6-e976-4124-a13e-5dabe874b8e8","99","2"
"1d48fe26-f818-4287-a4f0-22edc238b447","99","2"
"4368faa7-8f4f-496c-be83-8f5053c0e970","99","2"
"6b7822d9-f87e-44f7-b813-543c3e7ce7c3","99","2"
"e9af73ef-fe83-42d8-b681-900625e34389","99","2"
"7b170c00-3888-412a-aeae-8cc7f4ea5a88","99","2"
"63df4e67-8abc-454b-ac0f-4cb68a7b7214","99","2"
"47faff9f-6ed1-4030-b0b1-bb92a15ba373","99","2"
"e6108415-7047-41e9-b53b-4f00037f6384","99","2"
"c97af786-380b-4b4e-8ee6-0bf2a7ca3d36","99","2"
"0f9795b3-fa71-4662-b6b0-519bca4506fb","99","2"
"e9029fc6-637c-4939-b462-46413cd39096","99","2"
"469d6591-9260-4134-9075-a7a870a4bcad","99","2"
"54257b89-b2ac-4240-bbb4-81e939f91097","99","2"
"8b5ddbe1-4c03-4d1b-9c7b-fd8e9ef5b46f","99","2"
"669111cf-b402-43f1-b004-1a7dcab69351","99","2"
"969511f4-a023-451c-8328-fde492ba5f31","99","2"
"c1246064-3261-49fe-b0c5-e2b3495ff3bd","99","2"
"d64fb864-5ec6-4c10-921c-e43f5bdc8895","99","2"
"40997088-7562-4b93-aa51-dfce9b60c7cf","99","2"
"a0515857-4895-42e8-b736-619026a260bc","99","2"
"37df987a-f698-4f69-980d-f38cd0d2f236","99","2"
"c64f26c1-ea0b-4530-a30b-387db1cffc0b","99","2"
"e463d239-c2a3-4780-b7c9-f650beed9596","99","2"
"afe78e9f-3e84-43ed-8118-0bec730f1377","99","2"
"791f8ca1-69f6-443f-83e3-1893d93988aa","99","2"
"3e90ad0a-bd55-432e-8ef5-d4d98816c30a","99","2"
"5722a7ae-e691-4d1d-8f6f-2f114d7c6ac0","99","2"
"22f0f113-4734-42c0-91a7-9ea265264ca2","99","2"
"fe2a6d99-6cbe-4948-956b-73b06ff545be","99","2"
"3ddb4797-ca7d-4467-8af6-cb2d1567b18c","99","2"
"e49c5b77-f8ec-4479-a8db-4d2780b1f26a","99","2"
"194c91a7-a100-4339-b73a-d8c13341b39c","99","2"
"912386f1-1b21-49cf-8e18-15ae04a998c8","99","2"
"81bde6c3-c469-4cd6-a13f-bb9727af595c","99","2"
"b0b00bb2-0b1b-4e12-872a-a87cbeebc26a","99","2"
"eca96438-3db9-46cf-8cae-2524898d6bda","99","2"
"74b65e50-45f0-4c28-878f-f7b2ee753687","99","2"
"88706d0f-83bb-4419-83ba-cc5260fc3063","99","2"
"93fa564c-8b4d-4957-b781-221db3d6ef71","99","2"
"8041e059-9c08-482d-bc7d-78159623fb23","99","2"
"44e91656-ec4e-4174-a483-b88ce359b1cb","99","2"
"0f9aa863-1e4b-466f-b8e3-591adf047287","99","2"
"333b2b7b-c769-49bd-b3e4-23153652af9d","99","2"
"cb68cd83-2686-45ba-aa72-cae6cca03e8d","99","2"
"b024a93d-b78b-4242-9fe5-12365de23da8","99","2"
"eb3bca42-f2ee-4b35-bd5f-9b061b26333e","99","2"
"0282d9d8-b6f1-4b56-8890-88e7c69e944d","99","2"
"a5ec33cf-b619-4da4-8e9b-07f040178d75","99","2"
"89d98ced-569a-4337-8f5d-98d47a067e30","99","2"
"7158e869-216f-4886-af80-9baa78a0f480","99","2"
"60c2cc08-9a67-400e-9a34-3c175a9f420e","99","2"
"6730f3cb-7321-485d-afac-36137e5aa5d6","99","2"
"31140482-5e42-4a13-8622-152ed05fdf1b","99","2"
"d5545ca8-2a8d-48fa-a8b1-23bf7a0a24af","99","2"
"78a27cc4-ea56-40a0-8d03-a8f43f57a340","99","2"
"e24b0db7-9ac9-40f8-b4c9-642b9559ffde","99","2"
"636c740a-be34-44ec-beb5-8a6c2358d3e0","99","2"
"f8b5eaa6-256b-47ad-8853-1e68710d84b1","99","2"
"a45b5823-d859-4785-8a1f-a482215bd0b7","99","2"
"8d1ffb10-ec9d-430e-8e13-b6eb0353273c","99","2"
"6a913b1e-2bef-42eb-a20f-1afd83342bbf","99","2"
"032828c0-e3a1-4a7d-a676-f6e4b09ea47a","99","2"
"4e962475-1d5d-4c0b-be66-5ac6a9e7dc99","99","2"
"f70d72fe-0a3b-4e6f-acfd-a541b9ed41d1","99","2"
"968e23b0-7706-4173-ad66-6a424b0e3ecd","99","2"
"d125d2ec-a669-418c-a555-187cadaaac78","99","2"
"b36f7d3b-3b93-424f-b3d3-29fd8da088d8","99","2"
"199490cc-f9f0-4107-ba54-31f5db921332","99","2"
"73f2ffae-ca05-4b29-9dcc-fd3a820d43e4","99","2"
"47a98f57-9474-4d47-829b-5a7c7d301835","99","2"
"eff20a94-094f-4e78-a648-41b87c20a621","99","2"
"770bd600-9297-4081-b9b3-6d695ca45b30","99","2"
"ddf9e279-4fcf-48d0-a78a-f78f09221f10","99","2"
"99f37369-e351-4242-b7f9-44d1bb5b59cf","99","2"
"7bc2eaa3-a9da-4e80-be63-69f6e97e7106","99","2"
"6fff68ab-0b8d-4c65-9c8f-9306af77e6c4","99","2"
"4bcc3112-6077-47ce-9a8c-134a10c774dc","99","2"
"0a6796ae-fbee-4580-af90-bdccf0cc8500","99","2"
"c2a557d9-d833-4854-9815-f55cda8cc8b0","99","2"
"32cdf206-1ddd-48a8-bb11-8e406c47775b","99","2"
"e00c8686-9f80-46c0-9fbb-027ebf22041e","99","2"
"7ec07b40-97bd-4efb-a8b3-4e8dfbcbac4d","99","2"
"0302adb9-a671-41c5-9fae-9c91d4f152a1","99","2"
"08394e9d-72b5-45e6-b2b2-2f5f41bcd371","99","2"
"da57b704-58d4-4ca1-86e0-71e52a8b3eac","99","2"
"bd030695-17aa-4295-b16f-314d31cc10b5","99","2"
"83978be7-0ac5-4e46-b4e4-683bdc99cba4","99","2"
"f904bdb0-7ebf-4ad6-b89f-916167331524","99","2"
"c781a950-4e88-436b-a439-337101f28195","99","2"
"1c86c672-0d68-4e63-abb2-bf31c93613cd","99","2"
"cf6041fb-1a8d-4025-9c67-3eb1e4e19b52","99","2"
"026a1b49-b6f0-4b61-88fd-15e9a9667e12","99","2"
"4e56e66a-48b0-4666-90b6-acb91a4f9d8e","99","2"
"08f0156e-24e0-453d-bbec-ca0050c83598","99","2"
"0d289500-a0a7-4420-88e0-89c48df81e47","99","2"
"be99e756-9cb7-4354-817a-fe0518415faf","99","2"
"5946a297-7b49-45c1-a80a-fed1ac5abd87","99","2"
"186b15c6-820e-4f20-a32e-d43eb34e0122","99","2"
"043bcea1-b7f0-452e-8ade-3f979168b681","99","2"
"c56a0540-073d-4dd9-a643-d67965c19039","99","2"
"fe4acd11-a1f5-4f09-9396-ecdeb8fb4e4a","99","2"
"3ab8033f-2592-48c4-9df0-5d27ef91f066","99","2"
"98f57356-150d-4d04-874e-acd8e78f6b06","99","2"
"0040892d-a9e2-4441-b5c2-50f0c9199d61","99","2"
"8687d1ba-155b-4e2b-8111-2e6ef124e699","99","2"
"5e31dfe6-d183-4f63-8481-270e23c07f04","99","2"
"e0ff2f17-772e-4e71-b8e4-1da1a237aaca","99","2"
"bb92347b-0b91-4ce7-b2c0-e0bf010da156","99","2"
"c144e4e4-effe-420c-95e4-4102bf3c1905","99","2"
"cd24f140-92f3-49cf-9cfb-8f6db27cf0a8","99","2"
"34d51c23-4c76-4800-bd13-45fa0b2cfe10","99","2"
"a92461ea-77f1-4891-b623-39ff0176a6b3","99","2"
"286eaf8a-701d-4b99-b4af-571f5254737a","99","2"
"962760c6-5a5c-448f-8c7c-eb6919ff86da","99","2"
"03667f3b-fe8e-4651-9961-20cd6472ac5b","99","2"
"59c1cf54-31ca-437c-a5e6-788ddf76bf56","99","2"
"5809efe3-aed1-44c6-ab76-e60ef03b7596","99","2"
"15212047-ce1e-46de-befd-a0b7dcbdf403","99","2"
"e34492ff-0f59-455c-a1b3-f587e5635726","99","2"
"2c6fda4b-4ed6-4833-832b-4ed4978b4f14","99","2"
"1f065212-1a5c-445a-9f76-71abc1a9f928","99","2"
"d4bbaf56-ad73-45d4-bdfa-35067dc9f7c7","99","2"
"b3e1ab85-c8f4-4002-be97-e70e014e61a0","99","2"
"190fb5a7-0edf-4cf1-84e2-509133d44f30","99","2"
"74dcf7b9-a73b-4d46-a41f-d1e5617ce593","99","2"
"c2d3e189-5753-413d-9766-4551b14f6691","99","2"
"983e9733-d2ff-42d8-83e9-f570c02a97db","99","2"
"2476eebf-fd71-4199-a1ae-7cfdfeffb26c","99","2"
"0ead0236-9d32-4591-9e93-1603a7e1e831","99","2"
"86da6f16-76a7-4c63-a9a7-43a36275d098","99","2"
"ecc1084d-a01b-453b-b032-b0135ea1d42d","99","2"
"216b946b-6223-4e5a-ba4e-09dda1c3bd2c","99","2"
"87014963-b389-48dd-8409-ee030c83987c","99","2"
"a01b9696-f3b6-466a-afd1-47e8bce176a4","99","2"
"75303f80-c237-435b-a637-510ffa4f8ba0","99","2"
"cd362496-c00e-42f3-b593-c1d5cf0acc7e","99","2"
"047abe5a-87c1-4846-8386-68a4c35a5778","99","2"
"b655f5d0-2ee5-4620-a15e-539bbf362ee8","99","2"
"aba658f5-df5e-4844-88f9-4ee754a21bb0","99","2"
"00585851-c2df-4253-b742-fd16d947e969","99","2"
"32fbb363-db34-445a-affa-70e275ff1148","99","2"
"5b8b842e-8ebe-44a4-85df-06428cf5268b","99","2"
"34fdfad0-f360-4141-ba9e-5598369ee75b","99","2"
"cd403b00-30c2-4b10-b9b1-805d3cf8179c","99","2"
"e0742549-95be-45fb-bcf9-f7f5a719d5a4","99","2"
"1dd5c36b-bdbf-4296-9e88-05e7ffd42ab0","99","2"
"3fa6db99-db7f-4340-a6cc-c4f3747ea195","99","2"
"0e566af8-04f8-49f7-b5ae-679e5807b747","99","2"
"6c4745b0-3d60-42fe-a386-018be16a5ab4","99","2"
"69f36c58-7f28-45e7-84ef-0f1933c56cec","99","2"
"defae528-8533-4a67-9980-8e6f589e5c6b","99","2"
"b40a2dc5-9619-4ab7-835e-ce1091e9859b","99","2"
"3b3a096f-7987-4e70-94e3-efb67946de8c","99","2"
"03f1b155-8f7c-46a4-9513-5ba4f392849f","99","2"
"5503947e-ae68-423c-b60d-1782b4a9b52d","99","2"
"771cab7d-a24d-4623-9532-470cbb806342","99","2"
"35380671-4382-419b-ba63-ab3746aea4d0","99","2"
"e5266db3-6dcf-480e-8eb2-71f64af4994e","99","2"
"47297aa8-0cc6-44ed-96e0-fe6dac8473bb","99","2"
"c438a87f-d16e-4ba8-a98a-312d5a2a68ce","99","2"
"005c1ab1-affb-4acc-a8bc-9683a88cfdd6","99","2"
"ecb5bd69-22c3-4484-9b28-22236e2cd09d","99","2"
"e1ffc887-33fa-4271-b961-f384f659a0c0","99","2"
"8dac35c9-3e4d-4150-bf61-211fab334425","99","2"
"52b00385-a21c-4c7b-a389-9db31b1385b2","99","2"
"3765986a-cdbe-4f75-ab60-f5be08190581","99","2"
"4a0dca99-633a-45a3-98eb-982eb4bb78ee","99","2"
"73b38df2-452d-4b7e-ad7b-b08e91373b8f","99","2"
"3568bab6-6ddf-477a-b326-dfa8de0529d0","99","2"
"9c8016ac-bbd5-4227-a867-9f0cd2efddbd","99","2"
"e8a34250-cc14-4267-a3a3-51f39d077308","99","2"
"71ae3d75-0855-436c-b5db-f85ac183da24","99","2"
"8aab44d8-edd8-4052-9de2-90cb9502e88c","99","2"
"3932fceb-cacf-499b-a2a6-458d15e2d662","99","2"
"65e2b786-6a12-4559-b3e6-c372f3442acd","99","2"
"7ea65e08-1c4d-460f-9e9b-84da93e0c0c6","99","2"
"b05adc03-eb80-4f40-98df-128cb567293a","99","2"
"ce7d4c65-93f9-4a16-9ad9-fa391eb85b96","99","2"
"6ccc5177-aae7-47d7-bed0-f00f941509d9","99","2"
"4b388bcc-6177-4476-9b16-56066cefee7d","99","2"
"d7c18fe1-be5a-4b91-964c-df6b092614f9","99","2"
"6a2cc465-89db-4d53-9c4c-1ffbc2734e0a","99","2"
"9cad940c-3397-4f04-94ce-143f449d723f","99","2"
"a736f1de-1419-4a91-b6fd-ef2a2db47346","99","2"
"ed19fae9-9c64-4288-8f7e-75c6fd210bec","99","2"
"6eda94f1-6562-4fe0-8f81-77fe3c1f3426","99","2"
"8f5f710f-403c-4652-b55a-e85a1c30808b","99","2"
"f9b83493-b83e-4ac0-afb2-556456b5a537","99","2"
"36b3044c-9c45-41d5-8311-3399fe23d219","99","2"
"e351f036-a1c8-4b40-865e-c1711e7f51de","99","2"
"2573edbf-1e7d-4f2d-b7f5-05042b571b4a","99","2"
"fb02d03d-b5ea-4c47-b874-6ded6b1d4963","99","2"
"01a44f74-363d-475a-9912-b6386315396c","99","2"
"28bd5660-b5c2-496b-b2c6-05bceb780b35","99","2"
"c4c6b231-7d27-4996-b8f9-8c1c1860aadd","99","2"
"947b357a-9a57-402b-a8b0-48c96a4926c9","99","2"
"ddcac33d-a6a0-4fb5-839e-6af0736b3a2d","99","2"
"c2d0d367-6321-454c-b505-efe14e85b281","99","2"
"8fafca80-1071-4e4d-9dd1-9850280d2921","99","2"
"836301dc-4605-4171-b65d-b63847340f96","99","2"
"eb3c27ad-0a38-4e8f-8c5c-23314c69369e","99","2"
"ba591136-3f86-4751-8fb8-aecb099810e1","99","2"
"0b481876-d6db-4461-b0fa-78563c55460d","99","2"
"ba828275-0c48-4109-8bc1-12f039e02458","99","2"
"10e18ab2-ac56-4ae4-8d0e-15e0b4fc7168","99","2"
"07f7bca2-588f-4d38-991d-b7a09e493ecd","99","2"
"0729eee5-c607-4b31-9a8b-ddc54fb2b695","99","2"
"253659e0-a5bb-4b32-a360-3b556933a85b","99","2"
"52867601-4c59-4977-bc19-6597015b18d7","99","2"
"049a9fdb-7d08-4aef-b734-bedd9b33bbc8","99","2"
"fe83d2ac-74fd-45b2-8c5a-37903f43ff57","99","2"
"12f2f1bd-da2c-4e32-b40f-749e34c77414","99","2"
"65933fc8-1241-444f-a8bf-74bc1b084f8b","99","2"
"2a49c115-954c-4f0a-93c7-29f639895e09","99","2"
"33e4c4e5-41c2-428a-a432-2f95705fbd6b","99","2"
"a67a1f97-74ec-4dc2-bfab-38619b00e096","99","2"
"c73a02e4-aacf-48f6-bf72-49646ae16312","99","2"
"e04b81ef-a41c-4bbf-8f51-fbab10caa40c","99","2"
"e9570f02-01b6-4aac-a172-16a649b252b2","99","2"
"6685b550-6323-4d24-b5d7-1aae9f13803e","99","2"
"0ebb6f85-f8be-4d8a-b7c6-e41540ceb1ce","99","2"
"df9b16f0-db18-4086-a3a0-af630cf5648d","99","2"
"8344f5fb-d34b-4d5f-8b4f-d9c2b91f11c5","99","2"
"14ef0e7d-95f3-4935-ad10-3f8de09b30e7","99","2"
"d9491144-50ee-4b28-86f8-130ba10f7044","99","2"
"56959000-d060-47a6-82b3-cc44ebdfd00c","99","2"
"69cad4fa-8884-4147-a6f3-34573368679e","99","2"
"7e354958-ba53-4cea-a263-cc7f409af0a5","99","2"
"46a6d733-66a6-4672-b9d9-bacb8d480c94","99","2"
"c21d9e1a-12d9-4ef7-abdf-24fc520f2734","99","2"
"aeff4a41-35cb-4317-810b-f0e82df742dd","99","2"
"b8a2a78c-7eee-44b5-9277-fb5a1631cac5","99","2"
